"","CODE","SEC_NAME","IPO_DATE","EXCH_CITY","MKT","TRADE_CODE","COMPINDEX2","CONCEPT","SHSC","INDUSTRY_GICS","INDUSTRY_GICSCODE","INDEXCODE_WIND","INDUSTRY_SW","INDUSTRY_SWCODE","INDEXCODE_SW","INDUSTRY_CITIC","INDUSTRY_CITICCODE","TOTAL_SHARES","FLOAT_A_SHARES","HOLDER_TOP10PCT","HOLDER_CONTROLLER","HOLDER_TOTALBYINST","HOLDER_TOTALBYFUND","HOLDER_TOTALBYBYSEC","HOLDER_NUM","HOLDER_AVGNUM","HOLDER_AVGPCT","HOLDER_HAVGPCTCHANGE","HOLDER_QAVGPCTCHANGE","CLOSE","PCT_CHG_PER"
"623","002156.SZ","通富微电",39310,"深圳","中小企业板","002156","否","芯片国产化;超涨;预增","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",748177011,649866720,NA,"石明达",418336082,8717640,NA,35060,18535.8448374216,0.0285225324332714,31.0867084997148,10.3907586993725,19.49,25.9858075510101
"624","002157.SZ","正邦科技",39311,"深圳","中小企业板","002157","否","生物育种;超涨;预增","否","日常消费","30",NA,"农林牧渔","6101000000000000","801010.SI","农林牧渔","b10k000000000000",604956568,386228341,NA,"林印孙",281210093,79285372,8660483,16810,22976.10594884,0.0594884008169174,13.896490184414,-1.74895895300415,22.54,33.2151300236406
"625","002158.SZ","汉钟精机",39311,"深圳","中小企业板","002158","否","地热能;冷链物流;融资融券标的;超涨","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",294656179,263870145,NA,"廖哲男",197745895,5237740,3097738,12782,20643.8855421687,0.0782350152730942,-1.25176028790486,6.57956501329995,21.08,13.9459459459459
"626","002159.SZ","三特索道",39311,"深圳","中小企业板","002159","否","重组;海南旅游岛;超涨;并购阶段(需定增)","否","可选消费","25",NA,"休闲服务","6121000000000000","801210.SI","餐饮旅游","b10f000000000000",138666666,133882644,NA,"艾路明",64836781,20858038,NA,7183,16688.7289433384,0.139217600226402,-10.7615202561604,-21.7318669079772,31.99,36.1276595744681
"627","002160.SZ","常铝股份",39315,"深圳","中小企业板","002160","否","超涨;预增","否","材料","15",NA,"有色金属","6105000000000000","801050.SI","有色金属","b103000000000000",636245527,324696250,NA,"张平",132600000,NA,NA,41184,7884.0387043512,0.0242812745273113,14.3380924630925,10.6594794094794,12.02,4.70383275261324
"628","002161.SZ","远望谷",39315,"深圳","中小企业板","002161","否","物联网;迪士尼;高铁;智能交通;融资融券标的;超涨;预减","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","通信","b10q000000000000",739757400,695913913,NA,"陈光珠;徐玉锁",30927354,18706655,NA,57772,12025.2709444021,0.0173094235360622,38.5446236931385,22.4485910129474,24.55,55.8730158730159
"629","002162.SZ","悦心健康",39317,"深圳","中小企业板","002162","否","迪士尼;锂电池;外资并购(国际板);涉矿;健康中国;超涨;高送转","否","材料","15",NA,"建筑材料","6106010000000000","801710.SI","建材","b108000000000000",655500000,6.27e+08,NA,"李慈雄",250943775,2455800,NA,34636,12068.3681718443,0.0288716945797205,6.26227047003118,-5.3297147476614,15.39,2.66844563042028
"630","002163.SZ","中航三鑫",39317,"深圳","中小企业板","002163","否","央企;装饰园林;石墨烯;国家队;超涨","否","工业","20",NA,"建筑材料","6106010000000000","801710.SI","建材","b108000000000000",803550000,681086501,NA,"国务院国有资产监督管理委员会",263397117,NA,NA,35394,19298.9228682828,0.0282533764839172,38.5828106458722,19.3789907893993,10.31,8.98520084566596
"631","002164.SZ","宁波东力",39317,"深圳","中小企业板","002164","否","重组;质押式回购;超涨;超跌;预减","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",445625000,405124775,NA,"宋济隆;许丽萍",184160843,NA,NA,19483,20793.7689267567,0.051326796412468,28.7327413642663,5.71267258635733,9.25,16.4987405541562
"632","002165.SZ","红宝丽",39338,"深圳","中小企业板","002165","否","新材料;建筑节能;员工持股;国家队;证金概念;超涨","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",539274768,527478534,NA,"芮敬功",185343116,679655,NA,37948,13900.0351533678,0.0263518504798412,-1.56529988405186,2.78539053441551,8.16,19.1240875912409
"633","002166.SZ","莱茵生物",39338,"深圳","中小企业板","002166","否","生物疫苗;高送转概念;国家队;超涨;预增;预减;高送转;并购阶段(需定增)","否","医疗保健","35",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",437281362,303399663,NA,"秦本军",537110,34610,NA,38727,2630.17610452656,0.0258217789232731,4.91646654788649,6.12234358457924,15.75,76.5695067264574
"634","002167.SZ","东方锆业",39338,"深圳","中小企业板","002167","否","核能核电;新材料;超涨;高送转","否","材料","15",NA,"有色金属","6105000000000000","801050.SI","有色金属","b103000000000000",620946000,473110182,NA,"国务院国有资产监督管理委员会",21582368,19362076,NA,41115,7671.3313389274,0.0243220236152411,-16.4295269366411,-7.19445457862092,10.38,8.35073068893528
"635","002168.SZ","深圳惠程",39344,"深圳","中小企业板","002168","否","锂电池;新材料;超涨;超跌;预增","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","电力设备","b10b000000000000",757104768,757101082,NA,"何平;任金生",34665984,23170784,NA,52487,14152.7721531046,0.0190523359924555,19.4143311677177,11.8867529102444,11.41,6.83520599250935
"636","002169.SZ","智光电气",39344,"深圳","中小企业板","002169","否","智能电网;建筑节能;合同能源管理;能源互联网;特高压;员工持股;超涨;预增","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","电力设备","b10b000000000000",316111382,249417915,NA,"郑晓军",97793926,34401535,NA,22372,10970.5420615055,0.0446987301111221,26.5868049347399,15.184158769891,24.52,3.85429902583652
"637","002170.SZ","芭田股份",39344,"深圳","中小企业板","002170","否","智慧农业;员工持股;超涨;超跌;预减","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",876780499,632744402,NA,"黄培钊",328297592,114463819,NA,33239,19015.7932549114,0.0300851408392191,80.6131351725383,73.7085953247691,13.58,20.0707338638373
"638","002171.SZ","楚江新材",39346,"深圳","中小企业板","002171","否","员工持股;质押式回购;超涨;预增;并购阶段(需定增)","否","材料","15",NA,"有色金属","6105000000000000","801050.SI","有色金属","b103000000000000",398203374,324435732,NA,"姜纯",178322071,16730061,NA,48719,6648.35191609023,0.0205258727073669,18.9966953344691,7.8347256717092,22.82,11.6984826235928
"639","002172.SZ","澳洋科技",39346,"深圳","中小企业板","002172","否","民营医院;质押式回购;国家队;超涨","否","材料","15",NA,"化工","6103000000000000","801030.SI","石油石化","b101000000000000",694881462,537549652,NA,"沈学如",255371413,11281129,NA,31434,17100.8987720303,0.0318126864731312,23.490488006617,7.69867022968762,16.25,45.7399103139013
"640","002173.SZ","千足珍珠",39350,"深圳","中小企业板","002173","否","重组;黄金珠宝;民营医院;质押式回购;健康中国;超涨;并购阶段(需定增)","否","可选消费","25",NA,"农林牧渔","6101000000000000","801010.SI","纺织服装","b10h000000000000",2.05e+08,96399190,NA,"陈夏英",4902694,1673044,NA,15041,7183.09347782727,0.0664849430322647,14.0815105378632,1.76185094076191,23.82,17.2821270310192
"641","002174.SZ","游族网络",39350,"深圳","中小企业板","002174","否","网络游戏;质押式回购;IP流量变现;预增","否","可选消费","25",NA,"传媒","6122010000000000","801760.SI","传媒","b10s000000000000",275709972,88003142,NA,"林奇",52942554,7279077,NA,8676,9559.69582757031,0.115260489284992,-11.4223144306132,20.2051636698939,89.53,0
"642","002175.SZ","东方网络",39367,"深圳","中小企业板","002175","否","文化传媒概念(Wind);智能电视;高送转概念;员工持股;IP流量变现;超涨;预增;预减;高送转","否","可选消费","25",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",230565838,199963732,NA,"彭朋",18596407,1680,NA,6257,16980.2963081349,0.159821003675461,82.5795109477385,43.6311331308934,62.16,51.7948717948718
"643","002176.SZ","江特电机",39367,"深圳","中小企业板","002176","否","锂电池;新能源汽车;高送转概念;融资融券标的;超涨;预增;高送转;并购阶段(需定增)","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","机械","b10a000000000000",1236679509,1150022390,NA,"朱军;卢顺民",226420353,11106707,NA,23055,18455.3274777705,0.0433745384216309,9.33853827803082,3.53502494036002,16.89,46.1072664359862
"644","002177.SZ","御银股份",39387,"深圳","中小企业板","002177","否","智能IC卡;员工持股;国家队;超涨","否","信息技术","45",NA,"计算机","1000012601000000","801750.SI","计算机","b10r000000000000",761191294,597844812,NA,"杨文江",5418886,3918886,NA,62400,8708.26942307692,0.0160256419330835,17.75,6.8974358974359,11.24,9.87292277614857
"645","002178.SZ","延华智能",39387,"深圳","中小企业板","002178","否","建筑节能;合同能源管理;智慧医疗;高送转概念;超涨;预增;高送转","否","信息技术","45",NA,"建筑装饰","6106020000000000","801720.SI","建筑","b107000000000000",730103059,567845825,NA,"胡黎明",87679265,22203,2720000,40736,7643.7781569128,0.0245483107864857,-54.8016496465043,-2.73959151610369,15.51,34.4020797227037
"646","002179.SZ","中航光电",39387,"深圳","中小企业板","002179","否","央企;国家队;融资融券标的;超涨;预增","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","国防军工","b10c000000000000",602514884,577606779,NA,"中国航空工业集团公司",307898559,47839156,NA,24468,18158.9241866928,0.0408697091042995,-27.0393983979075,-15.7879679581494,40.86,10.5220449012713
"647","002180.SZ","艾派克",39399,"深圳","中小企业板","002180","否","涉矿;芯片国产化;超涨","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",569149502,143730450,NA,"李东飞;曾阳云;汪东颖",16910854,11854040,2427346,8283,12338.214415067,0.120729207992554,30.2064469395147,6.86949173004949,47.6,8.1818181818182
"648","002181.SZ","粤传媒",39402,"深圳","中小企业板","002181","否","文化传媒概念(Wind);网络彩票;融资融券标的;超涨;预减;高送转","否","可选消费","25",NA,"传媒","6122010000000000","801760.SI","传媒","b10s000000000000",1161058174,1140865216,NA,"广州市国有经营性文化资产监督管理办公室",15234583,4605583,NA,41257,5284.52810432169,0.0242383107542992,8.09559589887776,17.4685507913809,14.05,32.5471698113208
"649","002182.SZ","云海金属",39399,"深圳","中小企业板","002182","否","超涨;预增","否","材料","15",NA,"有色金属","6105000000000000","801050.SI","有色金属","b103000000000000",2.88e+08,220648258,NA,"梅小明",27697012,18788731,NA,31233,7064.587391541,0.0320174172520638,36.2116991643454,7.85067076489612,13.7,3.08502633559067
"650","002183.SZ","怡亚通",39399,"深圳","中小企业板","002183","否","智能物流;电子商务;跨境电商;融资融券标的;预增","否","工业","20",NA,"交通运输","6117000000000000","801170.SI","交通运输","b10o000000000000",1037583860,1000686033,NA,"周国辉",424995701,33444289,NA,48602,20529.5664581704,0.0205752849578857,-10.0777745771779,-4.8187317394346,49.77,-0.55944055944056
"651","002184.SZ","海得控制",39402,"深圳","中小企业板","002184","否","智能电网;浦东新区;机器人;工业4.0;军民融合;人工智能;超涨;预增","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","机械","b10a000000000000",2.2e+08,133644119,NA,"许泓;郭孟榕",32377820,23875999,NA,9710,13705.496292482,0.102986611425877,63.2131822863028,13.9237899073121,38.82,7.23756906077349
"652","002185.SZ","华天科技",39406,"深圳","中小企业板","002185","否","涉矿;芯片国产化;融资融券标的;超涨","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",697034673,696748940,NA,"肖胜利等13名自然人",341748776,88712140,NA,39345,17708.3629177786,0.0254161898046732,-5.5000635404753,-3.15669081204728,19.48,23.9185750636132
"653","002186.SZ","全聚德",39406,"深圳","中小企业板","002186","否","国家队","否","可选消费","25",NA,"休闲服务","6121000000000000","801210.SI","餐饮旅游","b10f000000000000",308463955,280764944,NA,"北京市国有资产监督管理委员会",151309189,2823456,NA,22983,12195.0785363094,0.0435104221105576,-12.8138189096289,-12.8529782883001,21.7,8.2294264339152
"654","002187.SZ","广百股份",39408,"深圳","中小企业板","002187","否","O2O;超涨","否","可选消费","25",NA,"商业贸易","6120000000000000","801200.SI","商贸零售","b10e000000000000",342422568,335724894,NA,"广州市国有资产监督管理委员会",236890914,8924077,NA,16497,20350.6633933442,0.0606170818209648,23.5739831484512,4.29168939807236,16.28,9.55585464333783
"655","002188.SZ","新嘉联",39408,"深圳","中小企业板","002188","否","重组;文化传媒概念(Wind);超涨","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",299585062,124986998,NA,"楼永良",46934192,1885880,NA,9552,15570.672319933,0.104690119624138,17.5565326633166,4.10385259631492,36.79,19.0614886731392
"656","002189.SZ","利达光电",39419,"深圳","中小企业板","002189","否","央企;国家队;虚拟现实;超涨;预增","否","可选消费","25",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",199240000,198525475,NA,"国务院国有资产监督管理委员会",115425865,4728002,NA,18815,10551.4469837895,0.0531490817666054,-3.19425989901674,-14.8604836566569,38.6,77.7163904235728
"657","002190.SZ","成飞集成",39419,"深圳","中小企业板","002190","否","重组;央企;航母;国家队;融资融券标的;超涨;预增","否","工业","20",NA,"国防军工","1000012579000000","801740.SI","国防军工","b10c000000000000",345188382,345188382,NA,"中国航空工业集团公司",191086349,7834403,NA,78979,4370.63500424163,0.012661593966186,-33.040428468327,-25.5776852074602,41.77,13.1978319783198
"658","002191.SZ","劲嘉股份",39421,"深圳","中小企业板","002191","否","高送转概念;质押式回购;融资融券标的;大盘蓝筹;高送转","否","工业","20",NA,"轻工制造","6114000000000000","801140.SI","轻工制造","b109000000000000",1315500000,1.284e+09,NA,"乔鲁予",302785390,26553832,NA,35130,18274.9786507259,0.0284656994044781,-38.0273270708796,-12.4992883575292,19.22,0
"659","002192.SZ","*ST融捷",39421,"深圳","中小企业板","002192","否","ST概念;*ST;超涨","否","材料","15",NA,"化工","6103000000000000","801030.SI","建材","b108000000000000",173103469,114421289,NA,"张长虹;吕向阳",11880256,11132756,NA,18191,5598.87895112968,0.0549722388386726,10.8130394150954,-5.64564894728162,39.3,39.6588486140725
"660","002193.SZ","山东如意",39423,"深圳","中小企业板","002193","否","超涨;预增;并购阶段(需定增)","否","可选消费","25",NA,"纺织服装","6113000000000000","801130.SI","纺织服装","b10h000000000000",1.6e+08,159935027,NA,"邱亚夫",85671287,14344,NA,14662,10907.0840949393,0.068203516304493,12.0447415086618,-14.4045832764971,17.86,17.268548916612
"661","002194.SZ","武汉凡谷",39423,"深圳","中小企业板","002194","否","移动互联网;宽带提速;4G;职业教育;员工持股;质押式回购;超涨","否","信息技术","45",NA,"通信","1000012611000000","801770.SI","通信","b10q000000000000",555880000,350951843,NA,"王丽丽;孟庆南",2002983,2002983,NA,34032,11537.6950811001,0.0293841082602739,10.0875646450399,2.26257639868359,15.57,16.3677130044843
"662","002195.SZ","二三四五",39428,"深圳","中小企业板","002195","否","互联网金融;移动互联网入口;高送转概念;超涨;预增;高送转","否","信息技术","45",NA,"计算机","1000012601000000","801750.SI","计算机","b10r000000000000",871732720,450604659,NA,"包叔平",2371373,679431,NA,10442,5625.31239226202,0.0957670956850052,26.9775904999042,6.7994637042712,37.78,12.4070217197263
"663","002196.SZ","方正电机",39428,"深圳","中小企业板","002196","否","重组;新能源汽车;超涨;预增;并购阶段(需定增)","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","机械","b10a000000000000",178794044,95479981,NA,"张敏",35266506,10858323,NA,11682,7702.284711522,0.0856017768383026,10.7002225646293,-36.0897106659819,32.5,22.0886551465064
"664","002197.SZ","证通电子",39434,"深圳","中小企业板","002197","否","移动支付;网络安全;互联网金融;质押式回购;国家队;超涨;超跌;高送转","否","信息技术","45",NA,"计算机","1000012601000000","801750.SI","电子元器件","b10p000000000000",425351752,336636826,NA,"曾胜强;许忠桂",38289456,9881376,NA,19493,10800.5512748166,0.0513004660606384,21.9309495716411,12.4454932539886,27.39,19.6592398427261
"665","002198.SZ","嘉应制药",39434,"深圳","中小企业板","002198","否","质押式回购;国家队;超涨","否","医疗保健","35",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",507509848,392230545,NA,"黄小彪",5368428,5368428,NA,49048,7631.00733974882,0.0203881915658712,-12.1452454738216,8.7302234545751,10.33,4.66058763931105
"666","002199.SZ","东晶电子",39437,"深圳","中小企业板","002199","否","绿色节能照明;蓝宝石","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",243442363,146007841,NA,"李庆跃",2363468,100,NA,29108,4919.0519101278,0.034354817122221,21.3343410746187,21.9802116256699,14.92,23.4077750206783
"667","002200.SZ","云投生态",39437,"深圳","中小企业板","002200","否","装饰园林;超涨;预增","否","工业","20",NA,"建筑装饰","6106020000000000","801720.SI","农林牧渔","b10k000000000000",184132890,107829119,NA,"云南省国有资产监督管理委员会",26027993,6468103,NA,13769,7831.29631781538,0.072626918554306,20.7640351514271,25.6954027162466,21.41,19.2757660167131
"668","002201.SZ","九鼎新材",39442,"深圳","中小企业板","002201","否","风力发电;新材料;质押式回购;超涨;预增","否","工业","20",NA,"化工","6103000000000000","801030.SI","建材","b108000000000000",255744208,217666355,NA,"顾清波",122948581,4040542,NA,13621,15980.2037295353,0.0734160467982292,9.37522942515234,-20.6959841421335,16.01,23.1538461538462
"669","002202.SZ","金风科技",39442,"深圳","中小企业板","002202","否","新能源;风力发电;国家队;融资融券标的;含H股的A股;大盘蓝筹;预增","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","电力设备","b10b000000000000",2735541000,2147957033,NA,"NaN",1079855538,269282915,NA,188295,11407.4027563132,0.00531081529334188,13.6530444249715,8.33320056294642,16.25,3.50318471337581
"670","002203.SZ","海亮股份",39463,"深圳","中小企业板","002203","否","涉矿;融资融券标的;大盘蓝筹;并购阶段(需定增)","否","材料","15",NA,"有色金属","6105000000000000","801050.SI","有色金属","b103000000000000",1671401113,1467708509,NA,"冯海良",1067394699,14237385,NA,56392,25917.0831323592,0.0177330113947392,-44.4265143992056,-48.6966236345581,12.71,0
"671","002204.SZ","大连重工",39463,"深圳","中小企业板","002204","否","风力发电;融资融券标的;超涨;预减","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",965685016,965685016,NA,"大连市人民政府国有资产监督管理委员会",342165355,1832447,NA,50185,12940.1600677493,0.0199262723326683,-71.8700807014048,32.0394540201255,10.24,8.01687763713079
"672","002205.SZ","国统股份",39470,"深圳","中小企业板","002205","否","央企;新疆区域振兴;水利水电建设;海绵城市;超涨;预减","否","材料","15",NA,"建筑材料","6106010000000000","801710.SI","建材","b108000000000000",116152018,116152018,NA,"中国中材集团公司",42783679,1104471,NA,15887,7311.13602316359,0.0629445463418961,7.72329577642097,8.673758418833,31.16,35.7142857142857
"673","002206.SZ","海利得",39470,"深圳","中小企业板","002206","否","超涨;预增","否","材料","15",NA,"化工","6103000000000000","801030.SI","石油石化","b101000000000000",449770500,342889875,NA,"高利民",82547658,4734300,3399629,24226,14083.8303888384,0.0412779673933983,7.54973994881534,8.28861553702633,15.48,18.0778032036613
"674","002207.SZ","准油股份",39475,"深圳","中小企业板","002207","否","新疆区域振兴;页岩气和煤层气;质押式回购;超涨","否","能源","10",NA,"采掘","6102000000000000","801020.SI","机械","b10a000000000000",239177378,178573417,NA,"秦勇",48947563,38205288,NA,13634,12885.7181311427,0.0733460485935211,9.37362476162535,-0.843479536452996,19.26,3.82749326145553
"675","002208.SZ","合肥城建",39475,"深圳","中小企业板","002208","否","金控平台;超涨;预减","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",320100000,316845316,NA,"合肥市国有资产控股有限公司",195048962,944331,1560000,19253,16450.6369916377,0.051939956843853,31.4911961772191,-0.0779099361138513,20.66,37.0935633709356
"676","002209.SZ","达意隆",39477,"深圳","中小企业板","002209","否","员工持股;质押式回购;国家队;超涨;预减","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",195244050,129334610,NA,"张颂明",23502691,108037,NA,11897,10641.0159704127,0.0840548053383827,19.4418761032193,-0.0168109607464051,22.91,26.0869565217391
"677","002210.SZ","飞马国际",39477,"深圳","中小企业板","002210","否","智能物流;员工持股;质押式回购;高送转","否","工业","20",NA,"交通运输","6117000000000000","801170.SI","交通运输","b10o000000000000",747909677,581673615,NA,"黄壮勉",269869861,127977,7669789,8807,43734.0541614625,0.113546043634415,54.9903485863518,28.3978653343931,28.88,0
"678","002211.SZ","宏达新材",39479,"深圳","中小企业板","002211","否","借壳上市;重组;新材料;超涨","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",432475779,266560186,NA,"朱德洪",40167568,927896,10670000,18917,14675.565787387,0.0528625063598156,21.9855156737326,12.8350161230639,11.5,55.4054054054054
"679","002212.SZ","南洋股份",39479,"深圳","中小企业板","002212","否","新能源;超涨","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","电力设备","b10b000000000000",510260000,301841739,NA,"郑钟南",2103671,3671,NA,39895,7280.19147762878,0.0250657983124256,-14.9041233237248,8.82566737686425,13.63,4.04580152671756
"680","002213.SZ","特尔佳",39479,"深圳","中小企业板","002213","否","国家队;超涨;预减","否","可选消费","25",NA,"汽车","1000012588000000","801880.SI","汽车","b10d000000000000",2.06e+08,144029797,NA,"NaN",14422782,4192299,NA,12932,9827.50634085988,0.0773275569081306,-6.82029075162387,4.72471388802971,17.12,18.7239944521498
"681","002214.SZ","大立科技",39496,"深圳","中小企业板","002214","否","安防监控;高送转概念;超涨;预增;高送转","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","国防军工","b10c000000000000",458666666,345850212,NA,"庞惠民",43470735,35261838,5209059,13950,10529.8762007168,0.0716845914721489,-28.1433691756273,-26.1362007168459,14.8,19.5476575121163
"682","002215.SZ","诺普信",39496,"深圳","中小企业板","002215","否","智慧农业;员工持股;超涨","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",914411004,682652411,NA,"卢柏强",270852231,107115078,NA,21859,23595.3474998856,0.0457477457821369,-14.0994556018116,-15.7097762935176,17.57,0.457404230989145
"683","002216.SZ","三全食品",39498,"深圳","中小企业板","002216","否","高送转概念;超涨;高送转","否","日常消费","30",NA,"食品饮料","6112000000000000","801120.SI","食品饮料","b10j000000000000",804217532,560111132,NA,"陈希;陈泽民;贾岭达;陈南",148800122,30096631,NA,13688,20350.348188194,0.0730566903948784,-25.8766803039159,-20.9964932787843,11.51,13.6229022704837
"684","002217.SZ","合力泰",39498,"深圳","中小企业板","002217","否","重组;触摸屏;员工持股;质押式回购;超涨;预增","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",1422474212,368593949,NA,"文开福",NA,NA,NA,17443,15378.7277991171,0.0573295876383781,0.240784268761107,6.82222094823139,18.5,13.080684596577
"685","002218.SZ","拓日新能",39506,"深圳","中小企业板","002218","否","新能源;太阳能发电;员工持股;超涨;预增","否","信息技术","45",NA,"电气设备","6107010000000000","801730.SI","电力设备","b10b000000000000",618171052,479591363,NA,"李粉莉;陈五奎;陈琛",283342961,6626753,NA,37960,12634.1570073762,0.0263435188680887,-21.4620653319283,-16.109062170706,10.9,8.45771144278606
"686","002219.SZ","恒康医疗",39513,"深圳","中小企业板","002219","否","民营医院;高送转概念;质押式回购;国家队;融资融券标的;大盘蓝筹;预增;预减;高送转;并购阶段(需定增)","否","医疗保健","35",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",1891260331,1508429283,NA,"阙文彬",41646476,20215945,2736544,27456,21963.7460300117,0.0364219099283218,-15.472027972028,-4.31963869463869,14.9,9.34352017978313e-07
"687","002220.SZ","天宝股份",39506,"深圳","中小企业板","002220","否","员工持股;质押式回购;超涨","否","日常消费","30",NA,"农林牧渔","6101000000000000","801010.SI","农林牧渔","b10k000000000000",464727200,389481229,NA,"黄作庆",179468332,3761019,NA,15699,24809.3018026626,0.0636983215808868,21.2370214663354,22.4472896362826,11.36,13.1474103585657
"688","002221.SZ","东华能源",39513,"深圳","中小企业板","002221","否","国家队;融资融券标的;超涨;预增","否","能源","10",NA,"化工","6103000000000000","801030.SI","石油石化","b101000000000000",692346184,553363580,NA,"周一峰;周汉平",247822777,11897620,NA,10750,41598.9144186047,0.0930232554674149,73.2093023255814,43.7302325581395,30.24,12.7937336814622
"689","002222.SZ","福晶科技",39526,"深圳","中小企业板","002222","否","国家队;高校;虚拟现实;超涨","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",2.85e+08,278336789,NA,"中国科学院福建物质结构研究所",94010716,2062626,NA,26228,10527.5170809822,0.0381271913647652,-0.183010523105065,11.0111331401556,23.78,57.1711830799736
"690","002223.SZ","鱼跃医疗",39556,"深圳","中小企业板","002223","否","智慧医疗;员工持股;健康中国;融资融券标的;超涨","否","医疗保健","35",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",584767040,494352522,NA,"吴光明",93325057,60226185,NA,20520,21718.4055555556,0.0487329438328743,-21.0233918128655,-16.9493177387914,42.79,-0.926140310256995
"691","002224.SZ","三力士",39563,"深圳","中小企业板","002224","否","质押式回购","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",654669698,466445018,NA,"吴琼瑛;吴培生",7511343,7511343,NA,20094,22545.8420424007,0.0497661009430885,31.4820344381408,31.3825022394745,15.39,20.9905660377359
"692","002225.SZ","濮耐股份",39563,"深圳","中小企业板","002225","否","员工持股;质押式回购;国家队;证金概念","否","材料","15",NA,"建筑材料","6106010000000000","801710.SI","建材","b108000000000000",890059161,569642457,NA,"刘百宽家族",11766519,11686519,NA,49667,10615.7320957577,0.0201340932399035,-19.4032254817082,-1.66710290534963,8,8.10810810810811
"693","002226.SZ","江南化工",39574,"深圳","中小企业板","002226","否","高送转概念;超涨;预减;高送转","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",791278992,791021196,NA,"姚新义",221312562,2479067,NA,21760,18171.9212775735,0.0459558814764023,-9.80698529411765,-23.0928308823529,9.53,19.7236180904523
"694","002227.SZ","奥特迅",39574,"深圳","中小企业板","002227","否","智能电网;新能源汽车;充电桩;超涨;预减","否","工业","20",NA,"电气设备","6107010000000000","801730.SI","电力设备","b10b000000000000",219461900,218111400,NA,"廖晓霞",148513955,25496,NA,21277,10234.0367533017,0.0469991080462933,-28.4438595666682,-7.27076185552473,45.09,19.348861831657
"695","002228.SZ","合兴包装",39576,"深圳","中小企业板","002228","否","员工持股;质押式回购;超跌","否","材料","15",NA,"轻工制造","6114000000000000","801140.SI","轻工制造","b109000000000000",372490118,347500325,NA,"许晓荣;吕秀英;许天津;许晓光",233859882,14650149,NA,7570,45905.4161162484,0.132100403308868,67.3447820343461,51.5323645970938,16.88,0
"696","002229.SZ","鸿博股份",39576,"深圳","中小企业板","002229","否","网络彩票;员工持股;融资融券标的;超涨;并购阶段(需定增)","否","工业","20",NA,"轻工制造","6114000000000000","801140.SI","轻工制造","b109000000000000",298186000,205635869,NA,"章棉桃;尤雪仙;尤友岳;尤友鸾;尤玉仙;尤丽娟",3771363,3771363,NA,27133,6847.62064644529,0.0368554890155792,34.765783363432,2.70150738952568,26.42,27.0192307692308
"697","002230.SZ","科大讯飞",39580,"深圳","中小企业板","002230","否","智能穿戴;智能电视;智能家居;在线教育;生物识别;人工智能;融资融券标的;超涨;高送转","否","信息技术","45",NA,"计算机","1000012601000000","801750.SI","通信","b10q000000000000",1285447489,907246443,NA,"中科大资产经营有限责任公司;胡宏伟",146537280,63881518,NA,49168,11959.2396884152,0.0203384310007095,-11.0417344614383,-10.0248128864302,38.19,-2.89855072463768
