"","ErrorCode","Data.DATETIME","Data.CLOSE","Data.AMT","Code"
"111",0,2001-06-26,NA,NA,"000300.SH"
"112",0,2001-06-27,NA,NA,"000300.SH"
"113",0,2001-06-28,NA,NA,"000300.SH"
"114",0,2001-06-29,NA,NA,"000300.SH"
"115",0,2001-07-02,NA,NA,"000300.SH"
"116",0,2001-07-03,NA,NA,"000300.SH"
"117",0,2001-07-04,NA,NA,"000300.SH"
"118",0,2001-07-05,NA,NA,"000300.SH"
"119",0,2001-07-06,NA,NA,"000300.SH"
"120",0,2001-07-09,NA,NA,"000300.SH"
"121",0,2001-07-10,NA,NA,"000300.SH"
"122",0,2001-07-11,NA,NA,"000300.SH"
"123",0,2001-07-12,NA,NA,"000300.SH"
"124",0,2001-07-13,NA,NA,"000300.SH"
"125",0,2001-07-16,NA,NA,"000300.SH"
"126",0,2001-07-17,NA,NA,"000300.SH"
"127",0,2001-07-18,NA,NA,"000300.SH"
"128",0,2001-07-19,NA,NA,"000300.SH"
"129",0,2001-07-20,NA,NA,"000300.SH"
"130",0,2001-07-23,NA,NA,"000300.SH"
"131",0,2001-07-24,NA,NA,"000300.SH"
"132",0,2001-07-25,NA,NA,"000300.SH"
"133",0,2001-07-26,NA,NA,"000300.SH"
"134",0,2001-07-27,NA,NA,"000300.SH"
"135",0,2001-07-30,NA,NA,"000300.SH"
"136",0,2001-07-31,NA,NA,"000300.SH"
"137",0,2001-08-01,NA,NA,"000300.SH"
"138",0,2001-08-02,NA,NA,"000300.SH"
"139",0,2001-08-03,NA,NA,"000300.SH"
"140",0,2001-08-06,NA,NA,"000300.SH"
"141",0,2001-08-07,NA,NA,"000300.SH"
"142",0,2001-08-08,NA,NA,"000300.SH"
"143",0,2001-08-09,NA,NA,"000300.SH"
"144",0,2001-08-10,NA,NA,"000300.SH"
"145",0,2001-08-13,NA,NA,"000300.SH"
"146",0,2001-08-14,NA,NA,"000300.SH"
"147",0,2001-08-15,NA,NA,"000300.SH"
"148",0,2001-08-16,NA,NA,"000300.SH"
"149",0,2001-08-17,NA,NA,"000300.SH"
"150",0,2001-08-20,NA,NA,"000300.SH"
"151",0,2001-08-21,NA,NA,"000300.SH"
"152",0,2001-08-22,NA,NA,"000300.SH"
"153",0,2001-08-23,NA,NA,"000300.SH"
"154",0,2001-08-24,NA,NA,"000300.SH"
"155",0,2001-08-27,NA,NA,"000300.SH"
"156",0,2001-08-28,NA,NA,"000300.SH"
"157",0,2001-08-29,NA,NA,"000300.SH"
"158",0,2001-08-30,NA,NA,"000300.SH"
"159",0,2001-08-31,NA,NA,"000300.SH"
"160",0,2001-09-03,NA,NA,"000300.SH"
"161",0,2001-09-04,NA,NA,"000300.SH"
"162",0,2001-09-05,NA,NA,"000300.SH"
"163",0,2001-09-06,NA,NA,"000300.SH"
"164",0,2001-09-07,NA,NA,"000300.SH"
"165",0,2001-09-10,NA,NA,"000300.SH"
"166",0,2001-09-11,NA,NA,"000300.SH"
"167",0,2001-09-12,NA,NA,"000300.SH"
"168",0,2001-09-13,NA,NA,"000300.SH"
"169",0,2001-09-14,NA,NA,"000300.SH"
"170",0,2001-09-17,NA,NA,"000300.SH"
"171",0,2001-09-18,NA,NA,"000300.SH"
"172",0,2001-09-19,NA,NA,"000300.SH"
"173",0,2001-09-20,NA,NA,"000300.SH"
"174",0,2001-09-21,NA,NA,"000300.SH"
"175",0,2001-09-24,NA,NA,"000300.SH"
"176",0,2001-09-25,NA,NA,"000300.SH"
"177",0,2001-09-26,NA,NA,"000300.SH"
"178",0,2001-09-27,NA,NA,"000300.SH"
"179",0,2001-09-28,NA,NA,"000300.SH"
"180",0,2001-10-08,NA,NA,"000300.SH"
"181",0,2001-10-09,NA,NA,"000300.SH"
"182",0,2001-10-10,NA,NA,"000300.SH"
"183",0,2001-10-11,NA,NA,"000300.SH"
"184",0,2001-10-12,NA,NA,"000300.SH"
"185",0,2001-10-15,NA,NA,"000300.SH"
"186",0,2001-10-16,NA,NA,"000300.SH"
"187",0,2001-10-17,NA,NA,"000300.SH"
"188",0,2001-10-18,NA,NA,"000300.SH"
"189",0,2001-10-19,NA,NA,"000300.SH"
"190",0,2001-10-22,NA,NA,"000300.SH"
"191",0,2001-10-23,NA,NA,"000300.SH"
"192",0,2001-10-24,NA,NA,"000300.SH"
"193",0,2001-10-25,NA,NA,"000300.SH"
"194",0,2001-10-26,NA,NA,"000300.SH"
"195",0,2001-10-29,NA,NA,"000300.SH"
"196",0,2001-10-30,NA,NA,"000300.SH"
"197",0,2001-10-31,NA,NA,"000300.SH"
"198",0,2001-11-01,NA,NA,"000300.SH"
"199",0,2001-11-02,NA,NA,"000300.SH"
"200",0,2001-11-05,NA,NA,"000300.SH"
"201",0,2001-11-06,NA,NA,"000300.SH"
"202",0,2001-11-07,NA,NA,"000300.SH"
"203",0,2001-11-08,NA,NA,"000300.SH"
"204",0,2001-11-09,NA,NA,"000300.SH"
"205",0,2001-11-12,NA,NA,"000300.SH"
"206",0,2001-11-13,NA,NA,"000300.SH"
"207",0,2001-11-14,NA,NA,"000300.SH"
"208",0,2001-11-15,NA,NA,"000300.SH"
"209",0,2001-11-16,NA,NA,"000300.SH"
"210",0,2001-11-19,NA,NA,"000300.SH"
"211",0,2001-11-20,NA,NA,"000300.SH"
"212",0,2001-11-21,NA,NA,"000300.SH"
"213",0,2001-11-22,NA,NA,"000300.SH"
"214",0,2001-11-23,NA,NA,"000300.SH"
"215",0,2001-11-26,NA,NA,"000300.SH"
"216",0,2001-11-27,NA,NA,"000300.SH"
"217",0,2001-11-28,NA,NA,"000300.SH"
"218",0,2001-11-29,NA,NA,"000300.SH"
"219",0,2001-11-30,NA,NA,"000300.SH"
"220",0,2001-12-03,NA,NA,"000300.SH"
"221",0,2001-12-04,NA,NA,"000300.SH"
"222",0,2001-12-05,NA,NA,"000300.SH"
"223",0,2001-12-06,NA,NA,"000300.SH"
"224",0,2001-12-07,NA,NA,"000300.SH"
"225",0,2001-12-10,NA,NA,"000300.SH"
"226",0,2001-12-11,NA,NA,"000300.SH"
"227",0,2001-12-12,NA,NA,"000300.SH"
"228",0,2001-12-13,NA,NA,"000300.SH"
"229",0,2001-12-14,NA,NA,"000300.SH"
"230",0,2001-12-17,NA,NA,"000300.SH"
"231",0,2001-12-18,NA,NA,"000300.SH"
"232",0,2001-12-19,NA,NA,"000300.SH"
"233",0,2001-12-20,NA,NA,"000300.SH"
"234",0,2001-12-21,NA,NA,"000300.SH"
"235",0,2001-12-24,NA,NA,"000300.SH"
"236",0,2001-12-25,NA,NA,"000300.SH"
"237",0,2001-12-26,NA,NA,"000300.SH"
"238",0,2001-12-27,NA,NA,"000300.SH"
"239",0,2001-12-28,NA,NA,"000300.SH"
"240",0,2001-12-31,NA,NA,"000300.SH"
"241",0,2002-01-04,1316.455,NA,"000300.SH"
"242",0,2002-01-07,1302.084,NA,"000300.SH"
"243",0,2002-01-08,1292.714,NA,"000300.SH"
"244",0,2002-01-09,1272.645,NA,"000300.SH"
"245",0,2002-01-10,1281.261,NA,"000300.SH"
"246",0,2002-01-11,1249.814,NA,"000300.SH"
"247",0,2002-01-14,1205.146,NA,"000300.SH"
"248",0,2002-01-15,1186.433,NA,"000300.SH"
"249",0,2002-01-16,1201.877,NA,"000300.SH"
"250",0,2002-01-17,1152.148,NA,"000300.SH"
"251",0,2002-01-18,1149.483,NA,"000300.SH"
"252",0,2002-01-21,1108.61,NA,"000300.SH"
"253",0,2002-01-22,1109.994,NA,"000300.SH"
"254",0,2002-01-23,1183.154,NA,"000300.SH"
"255",0,2002-01-24,1189.583,NA,"000300.SH"
"256",0,2002-01-25,1189.428,NA,"000300.SH"
"257",0,2002-01-28,1112.835,NA,"000300.SH"
"258",0,2002-01-29,1140.377,NA,"000300.SH"
"259",0,2002-01-30,1145.855,NA,"000300.SH"
"260",0,2002-01-31,1221.76,NA,"000300.SH"
"261",0,2002-02-01,1215.743,NA,"000300.SH"
"262",0,2002-02-04,1236.969,NA,"000300.SH"
"263",0,2002-02-05,1246.842,NA,"000300.SH"
"264",0,2002-02-06,1216.788,NA,"000300.SH"
"265",0,2002-02-07,1241.023,NA,"000300.SH"
"266",0,2002-02-08,1235.092,NA,"000300.SH"
"267",0,2002-02-25,1254.611,NA,"000300.SH"
"268",0,2002-02-26,1253.121,NA,"000300.SH"
"269",0,2002-02-27,1255.997,NA,"000300.SH"
"270",0,2002-02-28,1244.603,NA,"000300.SH"
"271",0,2002-03-01,1227.229,NA,"000300.SH"
"272",0,2002-03-04,1245.867,NA,"000300.SH"
"273",0,2002-03-05,1275.614,NA,"000300.SH"
"274",0,2002-03-06,1288.444,NA,"000300.SH"
"275",0,2002-03-07,1328.388,NA,"000300.SH"
"276",0,2002-03-08,1351.854,NA,"000300.SH"
"277",0,2002-03-11,1377.037,NA,"000300.SH"
"278",0,2002-03-12,1362.404,NA,"000300.SH"
"279",0,2002-03-13,1343.138,NA,"000300.SH"
"280",0,2002-03-14,1376.329,NA,"000300.SH"
"281",0,2002-03-15,1338.702,NA,"000300.SH"
"282",0,2002-03-18,1341.907,NA,"000300.SH"
"283",0,2002-03-19,1368.378,NA,"000300.SH"
"284",0,2002-03-20,1382.417,NA,"000300.SH"
"285",0,2002-03-21,1385.79,NA,"000300.SH"
"286",0,2002-03-22,1369.901,NA,"000300.SH"
"287",0,2002-03-25,1373.012,NA,"000300.SH"
"288",0,2002-03-26,1350.009,NA,"000300.SH"
"289",0,2002-03-27,1354.098,NA,"000300.SH"
"290",0,2002-03-28,1352.533,NA,"000300.SH"
"291",0,2002-03-29,1313.466,NA,"000300.SH"
"292",0,2002-04-01,1317.579,NA,"000300.SH"
"293",0,2002-04-02,1296.574,NA,"000300.SH"
"294",0,2002-04-03,1302.248,NA,"000300.SH"
"295",0,2002-04-04,1337.728,NA,"000300.SH"
"296",0,2002-04-05,1332.201,NA,"000300.SH"
"297",0,2002-04-08,1333.705,NA,"000300.SH"
"298",0,2002-04-09,1357.742,NA,"000300.SH"
"299",0,2002-04-10,1366.716,NA,"000300.SH"
"300",0,2002-04-11,1344.734,NA,"000300.SH"
"301",0,2002-04-12,1350.689,NA,"000300.SH"
"302",0,2002-04-15,1344.581,NA,"000300.SH"
"303",0,2002-04-16,1341.502,NA,"000300.SH"
"304",0,2002-04-17,1341.766,NA,"000300.SH"
"305",0,2002-04-18,1326.546,NA,"000300.SH"
"306",0,2002-04-19,1330.642,NA,"000300.SH"
"307",0,2002-04-22,1324.867,NA,"000300.SH"
"308",0,2002-04-23,1318.661,NA,"000300.SH"
"309",0,2002-04-24,1309.727,NA,"000300.SH"
"310",0,2002-04-25,1312.483,NA,"000300.SH"
"311",0,2002-04-26,1331.714,NA,"000300.SH"
"312",0,2002-04-29,1349.785,NA,"000300.SH"
"313",0,2002-04-30,1353.607,NA,"000300.SH"
"314",0,2002-05-08,1342.292,NA,"000300.SH"
"315",0,2002-05-09,1344.783,NA,"000300.SH"
"316",0,2002-05-10,1335.451,NA,"000300.SH"
"317",0,2002-05-13,1319.814,NA,"000300.SH"
"318",0,2002-05-14,1311.68,NA,"000300.SH"
"319",0,2002-05-15,1300.119,NA,"000300.SH"
"320",0,2002-05-16,1261.522,NA,"000300.SH"
"321",0,2002-05-17,1277.235,NA,"000300.SH"
"322",0,2002-05-20,1258.829,NA,"000300.SH"
"323",0,2002-05-21,1298.878,NA,"000300.SH"
"324",0,2002-05-22,1280.16,NA,"000300.SH"
"325",0,2002-05-23,1284.836,NA,"000300.SH"
"326",0,2002-05-24,1265.966,NA,"000300.SH"
"327",0,2002-05-27,1270.336,NA,"000300.SH"
"328",0,2002-05-28,1270.382,NA,"000300.SH"
"329",0,2002-05-29,1246.019,NA,"000300.SH"
"330",0,2002-05-30,1245.886,NA,"000300.SH"
"331",0,2002-05-31,1238.577,NA,"000300.SH"
"332",0,2002-06-03,1213.388,NA,"000300.SH"
"333",0,2002-06-04,1219.523,NA,"000300.SH"
"334",0,2002-06-05,1196.623,NA,"000300.SH"
"335",0,2002-06-06,1245.613,NA,"000300.SH"
"336",0,2002-06-07,1252.514,NA,"000300.SH"
"337",0,2002-06-10,1243.743,NA,"000300.SH"
"338",0,2002-06-11,1252.851,NA,"000300.SH"
"339",0,2002-06-12,1246.843,NA,"000300.SH"
"340",0,2002-06-13,1235.572,NA,"000300.SH"
"341",0,2002-06-14,1222.119,NA,"000300.SH"
"342",0,2002-06-17,1224.654,NA,"000300.SH"
"343",0,2002-06-18,1248.837,NA,"000300.SH"
"344",0,2002-06-19,1236.049,NA,"000300.SH"
"345",0,2002-06-20,1245.081,NA,"000300.SH"
"346",0,2002-06-21,1288.522,NA,"000300.SH"
"347",0,2002-06-24,1409.505,NA,"000300.SH"
"348",0,2002-06-25,1409.226,NA,"000300.SH"
"349",0,2002-06-26,1417.307,NA,"000300.SH"
"350",0,2002-06-27,1422.512,NA,"000300.SH"
"351",0,2002-06-28,1431.175,NA,"000300.SH"
"352",0,2002-07-01,1415.33,NA,"000300.SH"
"353",0,2002-07-02,1425.814,NA,"000300.SH"
"354",0,2002-07-03,1427.39,NA,"000300.SH"
"355",0,2002-07-04,1412.617,NA,"000300.SH"
"356",0,2002-07-05,1415.403,NA,"000300.SH"
"357",0,2002-07-08,1423.696,NA,"000300.SH"
"358",0,2002-07-09,1419.471,NA,"000300.SH"
"359",0,2002-07-10,1392.901,NA,"000300.SH"
"360",0,2002-07-11,1390.929,NA,"000300.SH"
"361",0,2002-07-12,1389.45,NA,"000300.SH"
"362",0,2002-07-15,1379.38,NA,"000300.SH"
"363",0,2002-07-16,1382.412,NA,"000300.SH"
"364",0,2002-07-17,1393.022,NA,"000300.SH"
"365",0,2002-07-18,1397.411,NA,"000300.SH"
"366",0,2002-07-19,1403.253,NA,"000300.SH"
"367",0,2002-07-22,1380.282,NA,"000300.SH"
"368",0,2002-07-23,1375.613,NA,"000300.SH"
"369",0,2002-07-24,1372.892,NA,"000300.SH"
"370",0,2002-07-25,1364.996,NA,"000300.SH"
"371",0,2002-07-26,1361.409,NA,"000300.SH"
"372",0,2002-07-29,1368.797,NA,"000300.SH"
"373",0,2002-07-30,1371.909,NA,"000300.SH"
"374",0,2002-07-31,1358.16,NA,"000300.SH"
"375",0,2002-08-01,1355.303,NA,"000300.SH"
"376",0,2002-08-02,1359.993,NA,"000300.SH"
"377",0,2002-08-05,1353.479,NA,"000300.SH"
"378",0,2002-08-06,1368.994,NA,"000300.SH"
"379",0,2002-08-07,1366.795,NA,"000300.SH"
"380",0,2002-08-08,1359.677,NA,"000300.SH"
"381",0,2002-08-09,1350.311,NA,"000300.SH"
"382",0,2002-08-12,1340.216,NA,"000300.SH"
"383",0,2002-08-13,1342.357,NA,"000300.SH"
"384",0,2002-08-14,1351.507,NA,"000300.SH"
"385",0,2002-08-15,1340.968,NA,"000300.SH"
"386",0,2002-08-16,1349.622,NA,"000300.SH"
"387",0,2002-08-19,1347.16,NA,"000300.SH"
"388",0,2002-08-20,1370.046,NA,"000300.SH"
"389",0,2002-08-21,1370.957,NA,"000300.SH"
"390",0,2002-08-22,1381.549,NA,"000300.SH"
"391",0,2002-08-23,1379.419,NA,"000300.SH"
"392",0,2002-08-26,1366.181,NA,"000300.SH"
"393",0,2002-08-27,1369.76,NA,"000300.SH"
"394",0,2002-08-28,1368.397,NA,"000300.SH"
"395",0,2002-08-29,1362.67,NA,"000300.SH"
"396",0,2002-08-30,1361.298,NA,"000300.SH"
"397",0,2002-09-02,1362.152,NA,"000300.SH"
"398",0,2002-09-03,1366.71,NA,"000300.SH"
"399",0,2002-09-04,1358.78,NA,"000300.SH"
"400",0,2002-09-05,1341.468,NA,"000300.SH"
"401",0,2002-09-06,1334.343,NA,"000300.SH"
"402",0,2002-09-09,1323.132,NA,"000300.SH"
"403",0,2002-09-10,1324.21,NA,"000300.SH"
"404",0,2002-09-11,1319.034,NA,"000300.SH"
"405",0,2002-09-12,1322.232,NA,"000300.SH"
"406",0,2002-09-13,1321.809,NA,"000300.SH"
"407",0,2002-09-16,1302.617,NA,"000300.SH"
"408",0,2002-09-17,1304.376,NA,"000300.SH"
"409",0,2002-09-18,1295.561,NA,"000300.SH"
"410",0,2002-09-19,1319.817,NA,"000300.SH"
"411",0,2002-09-20,1305.747,NA,"000300.SH"
"412",0,2002-09-23,1304.924,NA,"000300.SH"
"413",0,2002-09-24,1299.185,NA,"000300.SH"
"414",0,2002-09-25,1299.523,NA,"000300.SH"
"415",0,2002-09-26,1291.378,NA,"000300.SH"
"416",0,2002-09-27,1285.652,NA,"000300.SH"
"417",0,2002-10-08,1272.939,NA,"000300.SH"
"418",0,2002-10-09,1247.533,NA,"000300.SH"
"419",0,2002-10-10,1241.552,NA,"000300.SH"
"420",0,2002-10-11,1237.14,NA,"000300.SH"
"421",0,2002-10-14,1243.744,NA,"000300.SH"
"422",0,2002-10-15,1238.967,NA,"000300.SH"
"423",0,2002-10-16,1247.72,NA,"000300.SH"
"424",0,2002-10-17,1228.263,NA,"000300.SH"
"425",0,2002-10-18,1233.668,NA,"000300.SH"
"426",0,2002-10-21,1237.362,NA,"000300.SH"
"427",0,2002-10-22,1254.739,NA,"000300.SH"
"428",0,2002-10-23,1255.635,NA,"000300.SH"
"429",0,2002-10-24,1244.559,NA,"000300.SH"
"430",0,2002-10-25,1233.578,NA,"000300.SH"
"431",0,2002-10-28,1219.425,NA,"000300.SH"
"432",0,2002-10-29,1226.775,NA,"000300.SH"
"433",0,2002-10-30,1225.94,NA,"000300.SH"
"434",0,2002-10-31,1225.338,NA,"000300.SH"
"435",0,2002-11-01,1227.849,NA,"000300.SH"
"436",0,2002-11-04,1246.804,NA,"000300.SH"
"437",0,2002-11-05,1265.73,NA,"000300.SH"
"438",0,2002-11-06,1260.054,NA,"000300.SH"
"439",0,2002-11-07,1259.87,NA,"000300.SH"
"440",0,2002-11-08,1232.945,NA,"000300.SH"
"441",0,2002-11-11,1218.356,NA,"000300.SH"
"442",0,2002-11-12,1200.92,NA,"000300.SH"
"443",0,2002-11-13,1206.419,NA,"000300.SH"
"444",0,2002-11-14,1183.635,NA,"000300.SH"
"445",0,2002-11-15,1186.923,NA,"000300.SH"
"446",0,2002-11-18,1174.825,NA,"000300.SH"
"447",0,2002-11-19,1182.636,NA,"000300.SH"
"448",0,2002-11-20,1154.898,NA,"000300.SH"
"449",0,2002-11-21,1125.38,NA,"000300.SH"
"450",0,2002-11-22,1128.072,NA,"000300.SH"
"451",0,2002-11-25,1133.17,NA,"000300.SH"
"452",0,2002-11-26,1111.053,NA,"000300.SH"
"453",0,2002-11-27,1118.964,NA,"000300.SH"
"454",0,2002-11-28,1150.585,NA,"000300.SH"
"455",0,2002-11-29,1164.618,NA,"000300.SH"
"456",0,2002-12-02,1132.929,NA,"000300.SH"
"457",0,2002-12-03,1144.629,NA,"000300.SH"
"458",0,2002-12-04,1147.535,NA,"000300.SH"
"459",0,2002-12-05,1139.751,NA,"000300.SH"
"460",0,2002-12-06,1139.803,NA,"000300.SH"
"461",0,2002-12-09,1136.246,NA,"000300.SH"
"462",0,2002-12-10,1122.907,NA,"000300.SH"
"463",0,2002-12-11,1117.437,NA,"000300.SH"
"464",0,2002-12-12,1122.229,NA,"000300.SH"
"465",0,2002-12-13,1132.079,NA,"000300.SH"
"466",0,2002-12-16,1141.523,NA,"000300.SH"
"467",0,2002-12-17,1148.599,NA,"000300.SH"
"468",0,2002-12-18,1143.941,NA,"000300.SH"
"469",0,2002-12-19,1145.069,NA,"000300.SH"
"470",0,2002-12-20,1157.337,NA,"000300.SH"
"471",0,2002-12-23,1159.43,NA,"000300.SH"
"472",0,2002-12-24,1159.06,NA,"000300.SH"
"473",0,2002-12-25,1151.16,NA,"000300.SH"
"474",0,2002-12-26,1119.359,NA,"000300.SH"
"475",0,2002-12-27,1120.276,NA,"000300.SH"
"476",0,2002-12-30,1108.94,NA,"000300.SH"
"477",0,2002-12-31,1103.641,NA,"000300.SH"
"478",0,2003-01-02,1074.984,NA,"000300.SH"
"479",0,2003-01-03,1073.524,NA,"000300.SH"
"480",0,2003-01-06,1084.884,NA,"000300.SH"
"481",0,2003-01-07,1081.622,NA,"000300.SH"
"482",0,2003-01-08,1111.832,NA,"000300.SH"
"483",0,2003-01-09,1132.17,NA,"000300.SH"
"484",0,2003-01-10,1121.576,NA,"000300.SH"
"485",0,2003-01-13,1124.33,NA,"000300.SH"
"486",0,2003-01-14,1185.865,NA,"000300.SH"
"487",0,2003-01-15,1177.971,NA,"000300.SH"
"488",0,2003-01-16,1196.386,NA,"000300.SH"
"489",0,2003-01-17,1190.895,NA,"000300.SH"
"490",0,2003-01-20,1194.722,NA,"000300.SH"
"491",0,2003-01-21,1172.131,NA,"000300.SH"
"492",0,2003-01-22,1174.567,NA,"000300.SH"
"493",0,2003-01-23,1167.635,NA,"000300.SH"
"494",0,2003-01-24,1187.694,NA,"000300.SH"
"495",0,2003-01-27,1203.319,NA,"000300.SH"
"496",0,2003-01-28,1206.859,NA,"000300.SH"
"497",0,2003-01-29,1207.597,NA,"000300.SH"
"498",0,2003-02-10,1190.459,NA,"000300.SH"
"499",0,2003-02-11,1201.294,NA,"000300.SH"
"500",0,2003-02-12,1214.804,NA,"000300.SH"
"501",0,2003-02-13,1208.841,NA,"000300.SH"
"502",0,2003-02-14,1213.699,NA,"000300.SH"
"503",0,2003-02-17,1204.697,NA,"000300.SH"
"504",0,2003-02-18,1204.936,NA,"000300.SH"
"505",0,2003-02-19,1216.578,NA,"000300.SH"
"506",0,2003-02-20,1215.151,NA,"000300.SH"
"507",0,2003-02-21,1191.628,NA,"000300.SH"
"508",0,2003-02-24,1192.994,NA,"000300.SH"
"509",0,2003-02-25,1214.853,NA,"000300.SH"
"510",0,2003-02-26,1214.396,NA,"000300.SH"
"511",0,2003-02-27,1215.457,NA,"000300.SH"
"512",0,2003-02-28,1213.862,NA,"000300.SH"
"513",0,2003-03-03,1223.408,NA,"000300.SH"
"514",0,2003-03-04,1222.38,NA,"000300.SH"
